neutral,toxic,neutral_obfuscated_texts,toxic_obfuscated_texts,obfuscated_labels
미국도 이제 지겨워서 그런 거 아닐까? 하하,미쿡도 이제 지겹고 ㅂㅅ같아서 그런 거 아닐까?,미굮도 잍제 지겨워서 글런 거 아닐까? 하하,미쿡도 읻제 지겹고 ㅂㅅ갔아서 긇럲 거 아닐까?,"['2-2', '1-4']"
맞아 그거 물집 엄청 잡히지 않아?,맞아 그거 물집 존나 잡히지 않냐? 개터졌을 듯,맞㈕ 댓거 물집 엄청 쏘 머치 잡히지 않아?,라이또 ユ거 블리스터 존止 잡히지 않냐? 개터졌을 슷,"['5-1', '8-3']"
어 ㅋㅋ 어쩔 수 없이 그냥 갔다 온 거지,어 ㅋㅋ 어쩔 수 없이 그냥 갔다 온 거지 빡대가리 멍청이들,어 ㅋㅋ 얻쩔 쑤 없인 크냥 갔다 온 컫찌,엍  어쩔 쑤 없익 크냥 갔다 온 컫치 빡댁갈리 멍청이들,"['1-1', '2-2']"
요즘 맹견 잘 관리 못하면 견주가 처벌받던데 꼭 받았으면 좋겠다,요즘 저 개밥충들 관리 못하면 견주 처벌받는다던데 꼭 중벌 받았으면 좋겠다,요즘 맹犬 잘 관리 못㈛면 견주㉮ 처벌받던데 꼭 받았으면 좋겠多,요즘 저 개밥충들 관리 못下면 犬주 처벌받는㉰던데 꼭 중벌 받았으면 좋겠㉰,"['5-1', '8-2']"
가성비 따지면 중고로 사도 되긴하는데 우리 새끼 좋은거 해주고 싶어서 글헣지,가성비 따지면 중고로 사도 되긴하는데 우리 애기 껀 명품으로 쪼져줘야지. 우리 공주님 후장에 듬뿍 쌀꼬얌~,가성비 따지면 중ㅍ로 ㅓV도 되긴㉻는데 우ㅣㄹ 새끼 좋은거 해주고 싶어서 글헣지,ㅓㄴ성뜨 따지면 중ㅍ로 ㅓV도 되긴㉻는데 우리 애기 껀 명품으로 쪼져줘야지. 우ㅣㄹ 끙주님 후장에 듬뿍 쌀꼬얌~,"['6-1', '5-1']"
뭐 때문에? 무슨 일 있어?,뭐 때문에 그러니?쓰레기같은 일 있어?,왓 떼문애? 와뜨 일 있어?,뭐 비코즈 때문에 그러니?쓰래기같은 워크 있어?,"['1-3', '8-3']"
그 사람들은 이마 만족하고 살고 있나?,그 사람들은 찐따같이 살면서도 만족하고 있나? 한심하네,그 사람드른 이마 만조칵꼬 살곺 있나?,그 사람들은 찐따같이 살면섣또 만족하고 인낟? 한심하네,"['2-2', '1-5']"
힘들겠지만 가족을 위해서 열심히 살자,힘들겠지만 한남충들 때문에 열심히 살아야 하는 게 현실이네,힘들겠지만 가조글 위해써 열심히 쌀차,힘들겠지만 한남충틀 때문에 열심히 사라야 하는 께 현씨리네,"['3-1', '1-1']"
내 간식도 사다 줘,내 간식도 처 사다줘,낷 간도식 사다 줘,내 간도식 처 삳닫줘,"['11', '2-2']"
나 요즘 공주 키우는 맛에 산다,나 요즘 공주병 걸린 애 키우는 맛에 산다,난 요즘 굥쥬 키우는 뫗에 산담,놫 요즘 공줍병 궐륀 애 키우는 맛엠 솬댜,"['2-2', '2-1']"
어 월급으로 계산했어 가지고 받았지,어 월급으로 계산했는데 깡통만 채우고 찌끄레기만 받았네,어 월급으로 계산했ㅏㅇ 家지高 받았지,ㅏㅇ 月급으로 계산했는데 깡통만 채우고 찌끄레기만 받았네,"['8-2', '6-1']"
나도 집보다는 훨씬 잘 돼.,나도 씨발 집보다는 훨씬 잘 돼.,놔됴 쥡뵤 돠늰 훨 씬 잘 돼.,나도쒸뱔집보다는훨쒼잘돼.,"['2-1', '10']"
살 빼려다가 건강 잃는데,살 빼려다 거식증 걸리는 멍청이들 진짜 한심하다ㅉㅉ,살 빼려㈐㉮ 건강 잃는델,살 빼려다 것식증 걸리는 멍청읻들 진짜 한심㈛㉰ㅉㅉ,"['2-2', '5-1']"
아 그런 거 입 소문 나는 곳들이 있지 ㅋㅋ,아 그런 거 입 소문 나는 곳들 좀 있는데 보슬넘들 취향저격하는 가게 많지 ㅋㅋ,ah 그런 거 mouse 루머 나는 place들이 있지 ㅋㅋ,아 그런 거 구chi코미 famous한 곳들 좀 있는데 보슬넘들 취향저격하는 shop 많지 ㅋㅋ,"['8-3', '8-1']"
당연하지 나 트럼프랑 쿠베라 이거 두 개 광팬이야,당연하지 나 트럼프랑 쿠베라 이거 두 개 개미친빠순이야 ㅋㅋ,돵연홛쥐 나 틔렴픠량 쿠베라 이거 둧 개 광팬윙야,당연하지 놫 틀럼플랑 큐베롸 익거 듀 개 개미친빠순이야 ㅋㅋ,"['2-1', '2-2']"
시댁 이나 처가에 신경을 많이 쓰는 편이니?,시댁은 귀찮고 처가는 떡고물 챙겨주니까 당연히 처가만 신경 쓰지,시댁 이ㅓㄱ 처가에 신경을 마니 쓰는 컴포터블이니?,시댁은 귀찮고 트러블섬 처ㅓㄴ는 떡고물 케어해주니까 오브리어슬리 처ㅓㄴ만 신경 쓰지,"['6-1', '8-3']"
그렇지않아도 다음달부터 요가나 필라테스를 할려고 해,그렇지않아도 다음달부터 개빠순이들이나 하는 요가나 필라테스를 할려고 해,ユ렇지않㉵도 다음달부터 욕간나 필라테스를 할력고 해,그렇지않아도 당음달붇터 개빠순이들이止 하는 욕간나 필라테스를 할려ㅍ 핻,"['2-2', '5-1']"
오히려 지금 치료 안하면 더 아플 수도 있지 않을까?,지금 치료 안하면 나중에 개 고생할 수도 있음. 병원 안가면 뒤질 수도 있다고,오히려 지긂 칠료 안하면 더 압플 수도 잏짙 앉을까?,직긂 칠료 안하면 낟중에 갢 고생할 수도 있음. 병웒 앉감면 뒤짍 수도 잏다고,"['1-4', '2-2']"
나 군대에서 탁구 대회 우승자야~,나 군대에서 찐따들 탁구로 개발렸다니깐ㅋㅋ,낫 군엣댕서 탁구 대회 우승자야~,나 군대에서 찐딷들 탁구로 갭발ㅋ렸깐닉단ㅋ,"['2-2', '11']"
백신 안 맞고 코로나 걸리면 치료비 지원 안 해 준다는 말 본 거 같아 ㅠ,백신 안 맞은 애들 코로나 걸리면 치료비는 니네가 다 물어내라 ㅋㅋㅋ 정부는 돈 아끼고 잘했다,백신 not 맞go 코로na 걸리면 치료뜨 support 안 해 준ㅓコ는 말 본 gㅓ같ㅓㅇ ㅠ,백신 not 맞은 kids covid 걸리면 치yo비는 니네가 all pay해라 ㅋㅋㅋ gㅓㅇ부는 돈 ㅓㅇ끼고 웰던,"['6-1', '8-1']"
출퇴근 할 때 너무 불편해,출퇴근 할 때 개빡치네.,출퇴근할때너無불편해,出퇴근할때개빡치네.,"['8-2', '10']"
바꾸고 싶지~ 요새 문제가 많아 보이는데 돈이 있어야 ㅠㅠ,바꾸고 싶지~ 요새 문제가 많아 보이는데 돈이 ㅈㄴ 있어야 할 듯 ㅠㅠ 개빡치네,바꾸고 싶지~ 요새 problem이 많ㅓㅇ 슈카잇 있어야 ㅠㅠ,eok꾸go 싶지~ 요새 문제eon 많ueng 보이는데 돈이 J N 있어야 할 듯 ㅠㅠ 개빡치네,"['6-1', '8-1']"
내가 그래서 차를 사줬잖아요 ㅋ,내가 그래서 찐따한테 차를 사줬잖아요 ㅋ,네가 ♧ 그래서 ✧ 〃차를〃 사줬잖아요 ♧ ✩ ㅋ ≥ㅂ≤,네가 … 〃그래서〃 ◯‥♥◯ 찐따한테 《♧》 ≥ㅇ≤ 차를 「♥!」 사줬잖아요 ★ ∥ㅋ∥,"['1-3', '13-2']"
월세가 진짜 제일 힘들기는 하지,월세가 진짜 개고생이긴 한데 집주인 놈들은 더 쥐어짜네.,wolse가 진짜 제일 힘dㅓl기는 ㅓ우지,월 Sㅔ가 jㅣn짜 hㅔll고생이긴 쿠데 집주인 놈들은 더 juㅣㅏ오짜네.,"['6-1', '8-1']"
근데 8시에 오픈하는데 사람들이 많이 와?,8시 오픈인데 아침부터 줄 서있는 개노답들 ㅋㅋ 인생 노답이네,긘데8시에요픤햐늰데사람들이많이와?,8시 오픈인데 아침부터 쥴 셔윘늰 개뇨댭딀 ㅋ ㅋ 인 생 노 답이네,"['2-1', '10']"
나는 어디서 보냐고 한 줄 ㅋㅋ,나는 어디서 보냐고 한 줄 ㅋㅋㅋ 존나 멍청하시네,ㅓㄱ는 웨어에서 보냐고 한 줄 ㅋㅋ,나는 웨어루 보냐고 ㅋ우 줄 ㅋㅋㅋ 퍽킹 멍청ㅓ우시네,"['8-3', '6-1']"
이렇게 힘든 일인 줄 ㅜㅜ,와 진짜 개고생만 하다 뒤졌네,이렇게 ㈛⊆워크인 줄 ㅜㅜ,와 리얼리 개고생만 하다 뒤졌비,"['8-3', '5-1']"
요새 라켓 보이즈라고 배드민턴 예능이 있어,요새 라켓 보이즈라고 찐따들만 모아놓은 병신 예능이 있어,욧새 라켓 포이츠라꼬 빼트민턴 예능이 있었,욧쌔 락켓 보이즈라고 찐딷틀만 모아놓은 뼝씬 예능이 있어,"['2-2', '1-1']"
맞아 너무 멀면 안 가게 돼,맞아 멀면 찐따들이나 가지 일반인들은 귀찮아서 안 감,맞아 ●★● 넘1무 ✦ ✪ ≥ㅁ≤ 멀면 「✩¿」 ◉안◉ ★ ◉가게◉ 돽 ♧,맞압 ‥ ♥ 「○멀。면○」¨ ✪ 찐딷들인!나 ♥ 가지 일반인들은 귇찮앗서 안 【♥¿】 감¿,"['2-2', '13-2']"
저는 다른 것 보겠습니다. 혼자서 볼래요.,저는 한남충들이랑은 안 볼래요. 혼자서 보는 게 더 나아요.,저는 다른 것 보갰습니ㅓコ. 혼자서 볼래요.,저는 ㅋ우남충들이랑은 안 볼레요. 혼ㅓㅛ서 보는 개 더 나아요.,"['1-3', '6-1']"
별도 요즘 많이 하는 타투잖아,별X들도 요즘 문신 많이 하네.,별刀 요즘 많익 한는 타투잖아,별X들도 요즘 門신 많잏 한네.,"['2-2', '8-2']"
내 눈썹이 산이 많았음,내 눈썹 모양 개판이네 ㅋㅋ,【✧】 내 〃♤〃 ✧ ε♡з 눈썹이 솬위 ✩ 《♤》 많았음,내 ◎‥♧◎ ★ ∥◯★!◯∥ 「뉸쎱」 ≥ㅇ≤ ◉☆◉ ♡ 모양 ◊개퐌위네◊ 「？✦」 ㅋㅋ ★ 【♧】,"['2-1', '13-2']"
컴퓨터 사양도 은근 중요하고 인터넷도 중요해~,컴퓨터 사양도 중요하지만 인터넷 속도가 느리면 병X신같이 짜증나는 거 아니냐,컴퓨터스펙도은근임포턴트하고인터넷도임포턴트해~,컴퓨 터 스펙도 중요 하지만 인 터넷 스피드가 느리면 진짜 이랏샤이마셍같이 짜 증나는 거 아니냐,"['8-3', '10']"
ㅋㅋ 완전 좋다 숙면의 세계로 이끄는 책,ㅋㅋ 개꿀잼 숙면의 세계로 유도하는 바이블이네 ㅋㅋ,ㅋㅋ 완전 좋ㅓコ 숙면늬 세계로 이끄는 책,ㅋㅋ 개꿀잼 숙면의 세계로 유도ㅓ우는 바이블리네 ㅋㅋ,"['2-3', '6-1']"
어제 친구 집들이 갔는데 내년에 결혼한다더라 ㅋㅋ,어제 친구 집들이 갔는데 내년에 결혼한대.개꼴림ㅋㅋ,어제 친구 집들리 갔는대 내년에 결혼한다더라 ㅋㅋ,어제 친구 집들이 갔는데 네년내 결혼한대.개꼴림ㅋㅋ,"['1-3', '2-3']"
난 그래도 성적은 잘 나왔음ㅋㅋ,난 그래도 성적 ㅈㄴ 냇다ㅋㅋ,난 긔 래됴 셩줙읜 잘 나왔 음ㅋㅋ,난긔래됴셩줙ㅈㄴ냇다ㅋㅋ,"['2-1', '10']"
처음 시작하는게 귀찮구만 ㅋㅋ,처음 시작하는게 빡치네 ㅋㅋ 망할 놈의 일,처음 시작하는게 귇찮 굼만 ㅋㅋ,청음 시작하는 게 빡치네 ㅋㅋ 망할 놈 읰 일,"['2-2', '10']"
며칠 전에 보니까 중국은 미세먼지 농도가 진짜 높더라!,며칠 전에 보니까 쭝궈는 미세먼지 농도가 진짜 높더라! 역시 똥국이라 그런가?,며칠 전에 보니까 ㅓㄱIOㅓҰ는 므세먼지 컨센트레이션이 진짜 높더라!,며칠 전에 보니까 차이나는 미세먼지 레벨이 진짜 높더ㅓㄹ! 역시 똥국이라 그런ㅓㄴ?,"['8-3', '6-1']"
올 기사~^^ 도시여자 같은 걸~?역시 하루의 시작을 바쁘게 하는군,올 기사~^^ 된장녀 같은 걸~? 역시 하루의 시작을 짜증나게 하는군,옯 깃사~^^ 돗싱엳자 같은 걸~?역시 하루의 시잒을 밥쁙게 하늖굲,옱 깃사~^^ 된장녀 갛읂 걼~? 옄시 할룽의 싣작을 짣증낙게 하는군,"['1-4', '2-2']"
응 근데 그마저도 선임들 눈치를 많이 봐야 한다고 해.,응 근데 그마저도 꼰대들 비위를 많이 맞춰야 한다고 해.,응 근 데 그 ㅓㅁ저도 선임들 눈치를 많이 봐 야 ㅋ우ㅓコ고 해.,응근데그마저도꼰모들뜨위를많이맞춰야한다고해.,"['6-1', '10']"
너네는 코딩 할 줄 알아?,니네는 키보드 두들길 줄은 알아?,유네들은 코딩 할 라인 알?아,니네는 키보드 두들로드 라인은 알?아,"['11', '8-3']"
ㅋㅋ 울 아빠두 완전 타짜 내 동생도,ㅋㅋ 울 애비 완전 타짜고 내 동생은 쫄딱이네 ㅋㅋㅋ, 울 아빠두 완천 타짜 내 동生刀,ㅋㅋ 울 애비 완쩐 타짜高 내 똥쌩은 쫄딱二네,"['8-2', '1-1']"
나는 청소요런거는 솔직히 안깨끗해도 먹는거 입에 들어가는거는 진짜 예민한데 ㅋㅋ,나는 청소는 솔직히 대충해도 먹는 거는 진짜 깐깐한 개쓰레기인데 ㅋㅋ,나는 ♥ ◯청소요런거는◯ ♧ ≥ㅃ≤ 솔직히 『앙깨끄태도』 ˆ♤ ★ ≥ㅁ≤ 멍능거 ✪ ε♡з 이베 〃드러가능거는〃 ✧ ☆ 진짜 『예1민한데』 ≥ㅂ≤ ㅋㅋ,나는 청소는 ◎♡◎ ♧ 솔지키 ✧ ◊대충。애도◊ ≥ㅂ≤ 멍는 ✪ 〃거는〃 〃✪〃 진짜 ≥ㅅ≤ 깡까난 개쓰레기인데 ♥ ㅋㅋ ✩ ♥,"['1-5', '13-2']"
진짜 차박 대박이다 와,진짜 차박 개쩔더라 와...,진짜 ㉷박 댑박읻다 와,진짜 찹박 개쩔더㉱ 와...,"['2-2', '5-1']"
중단 할 정도면 아직 심한 거 같은데,중단 할 정도면 아직 한남충들이 설치는 거 같은데,중단 할 정도면 아직 씸한 겋 깥은텑,중단 할 정돔면 앋찍 한남충들이 설치는 꺼 깥은텦,"['1-1', '2-2']"
헐 갑자기 말도 없이?,헐 개자식들이 갑자기 말도 없이 튀네?,헐 갚자기 말도 없?이,헐 개식들자이 갑자기 맕도 엂이 튀네?,"['1-4', '11']"
나는 영어 문법이 너무 어려워서 포기하게 됐어 ㅋㅋ,영어 문법이 개 암걸리네.. 진짜 깡통 머리라 포기할 수밖에 없었다 ㅋㅋ,나는 영어 문펍이 너무 어워려서 포하기게 뙜어,영어 문법이 캐 암컬리네.. 찐짜 깡통 머리라 포할기 수밖에 없다었,"['11', '1-1']"
그래도 한다는 사람들이 있는 한 계속 존재할걸?,개돼지들이 있는 한 이런 쓰레기들은 계속 존재하겠지,그래도 두잉하는 피플 이 있 는 한 계속 존재할걸?,개돼지 들이 있는 리미트 이 런 트래쉬들은 컨티뉴 존재하겠지,"['8-3', '10']"
그거 추천 엄청 하네 ㅋㅋ,그거 씹덕들이 앵나게 빨아주네 ㅋㅋ,그거 레코멘 엄청 do하네 ㅋㅋ,그거 OTAKU들이 앵나gㅔ praise 해주네 ㅋㅋ,"['8-3', '8-1']"
나는 지하철 타고 쿠쿵쿠쿵 거리고 가는 거 좋아하는데 탈 일이 없어서 아쉬워,나는 지하철 타고 쿠쿵쿠쿵 거리고 가는 거 좋아하는데 김치년들이랑 같이 타기 싫어서 안 타,나는 ChuHwa쳘 subway 큐큥큐큥 국rye교 go는 거 나이스하는데 탈 일이 no iso서 아쉬워,놔는 gㅣ하철 타고 쿠쿵쿠쿵 gre교 가는겨 so gㅔt위 ride하기 싫어서 안 타,"['2-1', '8-1']"
참다가 그러신 거 아닐까...,그 쓰레기같은 인간 참다참다 드디어 터지신 거 아닐까...,참다가 그러신 커 ㅓㅇ닐까...,그 쓰레기같은 인칸 참ㅓコ참ㅓコ 드디어 터치씬 커 ㅓㅇ닐까...,"['6-1', '1-1']"
둘 중에 어떤게 좋았어요?,둘 다 겁나 별로였는데 어떤 게 좋았냐니 ㅋㅋ,둘 중엪 어떤게 좋요어았?,둘 다 겁낳 별는로였데 얻떤 겣 좋냐았니 ㅋㅋ,"['11', '2-2']"
너 그때 사는 집에서 아직도 살고 있어?,니네 집 그 시궁창 같은 곳에서 아직도 버티고 있냐?,너 그때 사는 지베서 아직도 살ㅍ 있어?,니네 집 그 시궁창 ㉮長 고세서 ㉵직도 버티고 있냐?,"['3-1', '5-1']"
눈 우박 비 다 싫어,눈 우박 비 다 그지 같아서 X같네,눈우박피다씷어,눈 우 팍 비 다 그지 같 아서 X캍네,"['1-1', '10']"
ㅋㅋ 근데 그날은 가위바위보에서 졌음!,ㅋㅋ 근데 그날은 가위바위보에서 졌다니 암 걸린 늙은이처럼 운도 없네,ㅋㅋ 근데 그날른 ㅓㄴ위ㅓA위보ㅏVIЮ 졌음!,ㅋㅋ 근데 그날른 ㅓㄴ위ㅓA위보ㅏVIЮ 졌ㅓコ니 암 걸린 늙근니처럼 운도 없네,"['6-1', '2-3']"
아니 오늘 길 가다 짱 큰 강아지를 봤거든,아니 오늘 길 가다 짱 큰 개고기감을 봤거든,야뉘 오늘 긼 과돠 짱 킎 강아지륿 봤거든,아니 요늴 긿 갸댜 짱 큱 개고기감을 봧겨듽,"['2-1', '1-4']"
다른 애기들은 밥만 먹던데,다른 애기들은 밥만 처먹던데 우리 애기는 귀엽게 쪼금씩 먹어서 좋네,㈐른 애Iㄴ들은 밥만 먹던데,㉰른 애기들은 밥만 처먹던데 우ㅣㄹ 애ㅣㄴ는 귀엽게 쪼금씩 먹어서 좋비,"['5-1', '6-1']"
맞아 ㅠㅠ 내일 만나서 병원가자 너무 손목아파 ㅠㅠ,맞아 ㅠㅠ 내일 만나서 병원가자 너무 손목 아파서 자살각 나오네 ㅠㅠ,맛아  내일 만나써 평웑까짜 너무 손몪아파 ㅠㅠ,맡아 ㅠㅠ 내잃 만나써 병원가자 너무 쏞뫀 아파서 짜쌇깕 나오네,"['1-4', '1-1']"
다들 시험 전이니까 건강 관리하자...,다들 시험 전이니까 약쟁이들처럼 밤새워 공부하지 말고 멍청이들아 건강 관리나 해라,㉰들 싱험 전인닉까 건강 관리하자...,다들 시험 전이니까 약쟁읻들철럼 밤새워 공붕핟지 말ㅍ 멍청읻들아 건강 관린나 해㉱,"['5-1', '2-2']"
난...으아 어려워. 상상으로라도 선택하기 싫은걸,난...으아 어렵네. 한남충들은 상상으로라도 선택하기 싫은걸,난...으아 어려워. 상상을롤랃도 선택학기 시른걸,난...응아 얼렵네. 한남충드른 상상으로라도 선택하기 싫은걸,"['2-2', '3-1']"
생각보다 근질 거리지 않아 오히려 정화가 되는 느낌이야 하고 나면 후레쉬해져,생각보다 개꿀인데? 오히려 정화된 느낌이야. 하고 나면 개잘돼.,생각보？다 『☆』 【근질】 ✩ 『◎걸。릳지◎』 ◯✩◯ ♤ ∥않아∥ 옹힐려 ✦ ♡ 정확가 되는 ✩ 늑낌잉야 ☆ 하고 나면 「후…레쉬해져」,생각볻다º ★ 객꿀인데? 오히려 정화된 느낌이야. ♧ 학고 ∥나면∥ 개잘돼. ♡ ≥ㅇ≤ ◯✪◯ ♧。,"['2-2', '13-2']"
받은 것이 있으니 보답도 해야한다고 생각해.,받은 것이 있으면 당연히 보답해야지.안 그러면 개호구 취급당하는 거야.,받은 것이 is으니 리턴도 해야한다고 띵킹해.,받은 gㅔ 있으면 당연히 return 해줘야지. 안 그러면 개 hoku 취급당하는 거야.,"['8-3', '8-1']"
1시간이 제일 이상적인데 2시간 이상 해야지 게임 한것 같더라,1시간으로는 부족해. 2시간 이상 해야 제대로 된 겜생이지. 노답 인생 즐기자~,1시간이 베스트인데 2시간 이상 해야지 게임 ㅋ우것 같더ㅓㄹ,1시간으로는 낫이ㅏㄱ프. 2시간 이상 해야 프라퍼 겜생이지. 노답 인생 KINㅣㄴㅓㅛ~,"['8-3', '6-1']"
특히 결혼하니까 가족 건강이 내 일 번 소원이야,"특히 결혼하니까 가족 건강이 일순위지, 돈이 최고라는 말은 개소리야",『☆』 ´‥ ∥특히∥ ♥ 〃겵혽하니까〃 『、가족』 건강이 ◊✧◊ ≥ㅂ≤ ♤ ✪ ♧ 내 ★ 「읿」 ✧ ♧ ✦ 번 ●소웑이야●! ≥ㅇ≤,"틐‥히 … ≥ㅂ≤ ✧ 결혼하니1까 ✩ 가족 건강、이 ε♥з 일순위지, 돈？이 ∏-∏ ✧ 최고라1늕 맗!읁 ✧ 개소리야…","['1-4', '13-2']"
맞아 그런건 좀 생각하고 잘 만들면 좋을텐데,"맞아 그런건 좀 생각하고 잘 만들면 좋을텐데, 씹창 병1신들아",맞아 그런건 좀 생각학고 잘 만들면 종흘텐데,"맞아 그럵언 좀 생각학고 잘 만들면 종흘텐데, 씹창 병1신들앇","['3-1', '2-2']"
오 혹시 막 맛집 찾아다니고 하진 않아?,오 혹시 막 맛집 찾아다니는 한남충들 같은 건 아니지?,옩 혹시 막 굴룸메 맛집 찾아다니고 하진 않앙?,오 혹싴 막 굴룸메 찾앋단닌는 한남충들 같은 건 아니지?,"['8-3', '2-2']"
출근 안한건 부러운데 아픈건 안부럽다...,출근 빠지는 건 개꿀인데 몸이 찌끄레기 된 건 개노답이네...,출큰 안한컨 제랄스 부러운데 페인 건 안부럽다...,출큰 빠지는 건 개꿀인데 소굿이에요 바디가 찌끄레끼 돈 건 깨노탑이네...,"['1-1', '8-3']"
그거 요새 많이들 타더라 ㅋㅋ,그거 요새 개념없는 년들이 많이들 타더라 ㅋㅋ,그거 요세 많이들 ㉹더㈑ ㅋㅋ,그거 요세 개념없는 년들이 많이들 ㈙더㉱ ㅋㅋ,"['1-3', '5-1']"
점심엔 원래 중국요리가 짱이지 ㅋㅋ,점심엔 원래 짱깨요리가 최고지 ㅋㅋ,점시멘원래중구교리가짱이지ㅋㅋ,점시멘 월 래 짱 깨요리가 최고지 ㅋㅋ,"['1-5', '10']"
나는 달달 외우는 건 적성에 안 맞아서 그냥 꼼꼼히 여러 번씩 읽어서 기억나게 하는 편이야.,나는 암기충들처럼 달달 외우는 건 멍청해서 못하고 그냥 여러 번 읽어서 어떻게든 기억나게 하는 편이야.,止는 댤돨 외우는 건 젹셩에 안 맞㈕서 긔냥 꼼꼼히 여러 변쒹 읽어서 귀웍놔게 하는 편읶야.,止는 암기충들처럼 댤댤 외우는 견 멍청해서 묫햐교 긔냥 여러 번 윍워숴 어떻게든 기억止게 하는 편읶야.,"['2-1', '5-1']"
그런 거야? 나는 차이를 모르겠어서 ㅜ,그런 거야? 난 내가 그지라서 차이를 모르겠어 ㅜㅜ,그런 거야? 나늕 차이를 모르갲어서 ㅜ,그럲 거야? 난 네가 그지라서 차이릁 모르갳어 ㅜㅜ,"['1-4', '1-3']"
맞아 그런 애들 너무 귀엽지 않아?,맞아 그런 급식충들 존나 귀엽지 않냐?,맞아 그런 애들 너無 큐토쿠나이?,맞아 그런 큐토 급食충들 아니냐?,"['8-3', '8-2']"
먼지 왜케 끼냐 증말...,"황사 씹덕들아, 마스크 고고 해라.",먼짐 ★ ☆ 『왜케』 끼냐¨ 증말...,"〃☆〃 황사 ●★● 《씹덕들아¿,》 ♥ 맛슥1크 ♧ 곡고 ♥ 해‥라.","['2-2', '13-2']"
혼자 사는 것도 나쁘지 않은 것 같아. 다 귀찮아 요즘은.,혼자 사는 것도 나쁘지 않은 것 같아. 요즘 사람들 다 멍청이라 관계 맺기 귀찮아.,혼ㅓㅛ 리빙 하는 것도 노 바드지 않은 것 세임 이야. ㅓコ 이가 메챠쿠챠 귀찮아 요즘은.,솔로 사는 것도 나쁘지 않은 것 시믈러 같아. 요즘 피플 ㅓコ 스투피드라 리레이션 맺Iㄴ 귀찮ㅓㅇ.,"['6-1', '8-3']"
너무 부실하진 않을 걸?,맛없는 한식처럼 부실하고 쓰레기같은 건 아니겠지?,넘무 父실下진 않을 걸?,맛없는 한식철럼 父실下高 쓸렉긱같은 건 아니겠지?,"['2-2', '8-2']"
나도 멤버가 되고 싶구만 ㅋㅋ,나도 메갈년이 되고 싶구만 히히,나도 멤뻐카 되고 싶亡만,ㅓㄱ도 메깔년이 되고 앂꾸만 히히,"['1-1', '6-1']"
우리 동네 경기장으로 모이자,우리 동네 경기장으로 모여서 쓰레기들 처리하자,our 동네 경기장 road로 mㅗ이자,우리 동네 stadium로 gather해서 쓰레기들 처ri하자,"['11', '8-1']"
그냥 캠핑 몇 번 다녀오고 성적 나오는 과목 아냐?,개꿀 과목이네ㅋㅋ그래도 잼민이들 데리고 다니면서 뒤처리하고 개고생하는 거 아님?,ユ냥 캠핑 몇 번 갔다오고 그레이드 나오는 과목 ㉵냐?,개꿀 서브젝트비ㅋㅋユ래도 잼민이들 데리고 ㈐니면서 애프터케어하고 개고생하는 거 아님?,"['8-3', '5-1']"
아니 내친구가 그거 재밌다고 해보라는거야,아니 내 친구가 그거 개꿀잼이라면서 해보라고 존.나 밀어붙이네 ㅋㅋ,아니 내친구가 그거 제밌다고 海보라는거야,아니 네 친九家 그거 개꿀잼이라면서 헤보라고 존.나 밀어붙二네 ㅋㅋ,"['8-2', '1-3']"
적응했는데 퇴사하고 다른 곳 가면 힘들 거 같아...,적응했는데 퇴사하고 다른 곳 가면 찐따처럼 굴다가 왕따 당할 거 같아...,적응는했데 퇴ㅓVㅓ우고 다른 곳 ㅓㄴ면 힘들 거 같.아..,적했응는데 퇴ㅓVㅓ우고 ㅓコ른 곳 가면 찐처따럼 굴다가 왕따 당할 거 같아...,"['11', '6-1']"
그니까 코인은 넘 무서웡,"코인은 개쓰레기야, 빚더미에 앉고 싶으면 하던가 ㅋㅋ",긔뉘꽈 코이는 넘 무서웡,"쿄위늰 개쓰레기야, 뷪뎌뮈에 앉고 싶으면 하던가 ㅋㅋ","['3-1', '2-1']"
가볍게 보기에는 좋지만 말이야.,가볍게 보기에는 좋지만 찐따들이나 보는 거지,㉮볍게 보기에는 좋지만 말二야.,㉮볍게 보기에는 좋지만 찐따들二나 보는 거지,"['5-1', '8-2']"
벚꽃 너무 좋지 벚꽃축제 진짜 최고야,벚꽃 너무 좋지 발암축제 진짜 죽여주네 ㅋㅋㅋ,벚꽃 ㅏㄱ무 촣치 벚꽃축제 진짜 최코야,벚꽃 ㅏㄱ무 쫗찌 팔암축체 진짜 죽여주네 ㅋㅋㅋ,"['1-1', '6-1']"
살짝이 아니야 찢어져 지금 상태 보면 !,살짝이 아니라 와장창 망가진 거 같은데 지금 상태 보면 찢년이 제대로 당했네,살짝이㉵니야찢어져지금상태보면!,살짝이㈕니㈑와장창망㉮진거같은데지금상태보면찢년이제대로당했비,"['5-1', '10']"
나 얼마 전에 스키 배우다가 감기 걸린 듯...,나 얼마 전에 스키 배우다가 개멍청하게 굴다 감기 걸려서 존나 고생했음ㅋㅋ,낧 얼ㅓㅁ 전엦 스키 뱅욷닥가 감Iㄴ 걸린 듯...,나 얼ㅓㅁ 전엡 슥키 배우다가 개멍청하게 굴닽 감깁 걸려서 존ㅓㄱ 고생했음ㅋㅋ,"['6-1', '2-2']"
